"Plan","Asset Class","Fund Name","Current Mix","Future Investments","Date Range","Opening Balance","Gains/Losses","Other Activity","Closing Balance","Units","Fund Price","Fund Return"
"Wipro Limited 401(k) Plan","Small Cap Growth","Vanguard Explorer Fund Admiral Shares","100.0%","100.0%","January 1, 2025 - June 20, 2025","$0.00","$11.95","$797.00","$808.95","7.885316","$102.590000","-3.99%"
